record_id,existing_study_id,pmid,title,authors,year,journal,document_type,book_title,publisher,doi,pmcid,abstract,publication_types,source_url,raw_xml,in_core,in_supplement,status,sampling_reason,reviewer_1,reviewer_1_decision,reviewer_2,reviewer_2_decision,adjudication,reason,decision_date
R-33156064,,33156064,Association of Premature Menopause With Risk of Abdominal Aortic Aneurysm in the Women's Health Initiative.,Chou EL; Pettinger M; Haring B; Allison MA; Mell MW; Hlatky MA; Wactawski-Wende J; Wild RA; Shadyab AH; Wallace RB; Snetselaar LG; Madsen TE; Eagleton MJ; Conrad MF; Liu S,2022,Annals of surgery,journal_article,,,10.1097/SLA.0000000000004581,,"OBJECTIVE: To determine if premature menopause and early menarche are associated with increased risk of AAA, and to explore potential effect modification by smoking history.
SUMMARY OF BACKGROUND DATA: Despite worse outcomes for women with AAA, no studies have prospectively examined sex-specific risk factors, such as premature menopause and early menarche, with risk of AAA in a large, ethnically diverse cohort of women.
METHODS: This was a post-hoc analysis of Women's Health Initiative participants who were beneficiaries of Medicare Parts A&B fee-for-service. AAA cases and interventions were identified from claims data. Follow-up period included Medicare coverage until death, end of follow-up or end of coverage inclusive of 2017.
RESULTS: Of 101,119 participants included in the analysis, the mean age was 63 years and median follow-up was 11.3 years. Just under 10,000 (9.4%) women experienced premature menopause and 22,240 (22%) experienced early men-arche. Women with premature menopause were more likely to be overweight, Black, have >20 pack years of smoking, history of cardiovascular disease, hypertension, and early menarche. During 1,091,840 person-years of follow-up, 1125 women were diagnosed with AAA, 134 had premature menopause (11.9%), 93 underwent surgical intervention and 45 (48%) required intervention for ruptured AAA. Premature menopause was associated with increased risk of AAA [hazard ratio 1.37 (1.14, 1.66)], but the association was no longer significant after multivariable adjustment for demographics and cardiovascular disease risk factors. Amongst women with ≥20 pack year smoking history (n = 19,286), 2148 (11.1%) had premature menopause, which was associated with greater risk of AAA in all models [hazard ratio 1.63 (1.24, 2.23)]. Early menarche was not associated with increased risk of AAA.
CONCLUSIONS: This study finds that premature menopause may be an important risk factor for AAA in women with significant smoking history. There was no significant association between premature menopause and risk of AAA amongst women who have never smoked. These results suggest an opportunity to develop strategies for better screening, risk reduction and stratification, and outcome improvement in the comprehensive vascular care of women.","Journal Article; Research Support, N.I.H., Extramural",https://pubmed.ncbi.nlm.nih.gov/33156064/,research/review_2026-09-21/pubmed/raw/priority_metadata_003800.xml,True,False,Awaiting independent human title/abstract screening,Reproductive and sexual care title terms; manual classification pending,,,,,,,
R-24443943,,24443943,Testosterone replacement therapy following the diagnosis of prostate cancer: outcomes and utilization trends.,Kaplan AL; Trinh QD; Sun M; Carter SC; Nguyen PL; Shih YT; Marks LS; Hu JC,2014,The journal of sexual medicine,journal_article,,,10.1111/jsm.12429,,"INTRODUCTION: Late-onset hypogonadism may impair quality of life and contribute to metabolic and cardiovascular comorbidity in aging men. Testosterone replacement therapy is effective in treating hypogonadism. However, for the millions of men with a history of prostate cancer, exogenous testosterone has long been considered contraindicated, even though little data in such men are available. Clarification of this safety issue could allow treatment to be considered for a sizeable segment of the aging male population.
AIM: The aim of this study is to examine population-based utilization and impact of testosterone replacement therapy in men with prostate cancer.
METHODS: Using linked Surveillance, Epidemiology, and End Results-Medicare data, we identified 149,354 men diagnosed with prostate cancer from 1992 to 2007. Of those, 1181 (0.79%) men received exogenous testosterone following their cancer diagnosis. We used propensity scoring analysis to examine the effect of testosterone replacement on the use of salvage hormone therapy and overall and prostate cancer-specific mortality.
MAIN OUTCOME MEASURES: We assessed overall mortality, cancer-specific mortality, and the use of salvage hormone therapy.
RESULTS: Following prostate cancer diagnosis, testosterone replacement was directly related to income and educational status and inversely related to age (all P < 0.001). Men undergoing radical prostatectomy and men with well-differentiated tumors were more likely to receive testosterone (all P < 0.001). On adjusted analysis, testosterone replacement therapy was not associated with overall or cancer-specific mortality or with the use of salvage hormone therapy.
CONCLUSIONS: In this population-based observational study of testosterone replacement therapy in men with a history of prostate cancer, treatment was not associated with increased overall or cancer-specific mortality. These findings suggest testosterone replacement therapy may be considered in men with a history of prostate cancer, but confirmatory prospective studies are needed.","Journal Article; Observational Study; Research Support, U.S. Gov't, Non-P.H.S.",https://pubmed.ncbi.nlm.nih.gov/24443943/,research/review_2026-09-21/pubmed/raw/priority_metadata_001800.xml,True,False,Awaiting independent human title/abstract screening,Reproductive and sexual care title terms; manual classification pending,,,,,,,
R-34937038,,34937038,Optimal Measures for Primary Care Physician Encounters after Stroke and Association with Survival: A Data Linkage Study.,Ung D; Wang Y; Sundararajan V; Lopez D; Kilkenny MF; Cadilhac DA; Thrift AG; Nelson MR; Andrew NE,2022,Neuroepidemiology,journal_article,,,10.1159/000520700,,"BACKGROUND AND PURPOSE: Primary care physicians (PCPs) provide ongoing management after stroke. However, little is known about how best to measure physician encounters with reference to longer term outcomes. We aimed to compare methods for measuring regularity and continuity of PCP encounters, based on survival following stroke using linked healthcare data.
METHODS: Data from the Australian Stroke Clinical Registry (2010-2014) were linked with Australian Medicare claims from 2009 to 2016. Physician encounters were ascertained within 18 months of discharge for stroke. We calculated three separate measures of continuity of encounters (consistency of visits with primary physician) and three for regularity of encounters (distribution of service utilization over time). Indices were compared based on 1-year survival using multivariable Cox regression models. The best performing measures of regularity and continuity, based on model fit, were combined into a composite ""optimal care"" variable.
RESULTS: Among 10,728 registrants (43% female, 69% aged ≥65 years), the median number of encounters was 17. The measures most associated with survival (hazard ratio [95% confidence interval], Akaike information criterion [AIC], and Bayesian information criterion [BIC]) were the Continuity of Care Index (COCI, as a measure of continuity; 0.88 [0.76-1.02], p = 0.099, AIC = 13,746, BIC = 13,855) and our persistence measure of regularity (encounter at least every 6 months; 0.80 [0.67-0.95], p = 0.011, AIC = 13,742, BIC = 13,852). Our composite measure, persistent plus COCI ≥80% (24% of registrants; 0.80 [0.68-0.94], p = 0.008, AIC = 13,742, BIC = 13,851), performed marginally better than our persistence measure alone.
CONCLUSIONS: Our persistence measure of regularity or composite measure may be useful when measuring physician encounters following stroke.","Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/34937038/,research/review_2026-09-21/pubmed/raw/priority_metadata_004400.xml,True,False,Awaiting independent human title/abstract screening,Cardiovascular care title terms; manual classification pending,,,,,,,
R-29636104,,29636104,Antidiabetic treatment patterns and specialty care utilization among patients with type 2 diabetes and cardiovascular disease.,Pantalone KM; Misra-Hebert AD; Hobbs TM; Ji X; Kong SX; Milinovich A; Weng W; Bauman J; Ganguly R; Burguera B; Kattan MW; Zimmerman RS,2018,Cardiovascular diabetology,journal_article,,,10.1186/s12933-018-0699-7,PMC5892008,"BACKGROUND: To evaluate real-world patient characteristics, medication use, and health care utilization patterns in patients with type 2 diabetes with established cardiovascular disease (CVD).
METHODS: Cross-sectional analysis of patients with type 2 diabetes seen at Cleveland Clinic from 2005 to 2016, divided into two cohorts: with-CVD and without-CVD. Patient demographics and antidiabetic medications were recorded in December 2016; department encounters included all visits from 1/1/2016 to 12/31/2016. Comorbidity burden was assessed by the diabetes complications severity index (DCSI) score.
RESULTS: Of 95,569 patients with type 2 diabetes, 40,910 (42.8%) were identified as having established CVD. Patients with CVD vs. those without were older (median age 69.1 vs. 58.2 years), predominantly male (53.8% vs. 42.6%), and more likely to have Medicare insurance (69.4% vs. 35.3%). The with-CVD cohort had a higher proportion of patients with a DCSI score ≥ 3 than the without-CVD cohort (65.0% vs. 10.3%). Utilization rates of glucagon-like peptide-1 receptor agonists and sodium-glucose co-transporter-2 inhibitors were low in both with-CVD (4.1 and 2.5%) and without-CVD cohorts (5.4 and 4.1%), respectively. The majority of patient visits (75%) were seen by a primary care provider. During the 1-year observation period, 81.9 and 62.0% of patients with type 2 diabetes and CVD were not seen by endocrinology or cardiology, respectively.
CONCLUSIONS: These data indicated underutilization of specialists and antidiabetic medications reported to confer CV benefit in patients with type 2 diabetes and CVD. The impact of recently updated guidelines and cardiovascular outcome trial results on management patterns in such patients remains to be seen.","Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/29636104/,research/review_2026-09-21/pubmed/raw/priority_metadata_002800.xml,True,False,Awaiting independent human title/abstract screening,Cardiovascular care title terms; manual classification pending,,,,,,,
R-12140346,,12140346,"Long-term survival differences among low-anxious, high-anxious and repressive copers enrolled in the Montreal heart attack readjustment trial.",Frasure-Smith N; Lespérance F; Gravel G; Masson A; Juneau M; Bourassa MG,2002,Psychosomatic medicine,journal_article,,,10.1097/01.psy.0000021950.04969.f8,,"OBJECTIVE: This study reports 5-year outcomes from the Montreal Heart Attack Readjustment Trial, a randomized, controlled trial of monthly telephone monitoring of psychological distress and home nursing visits in a sample of 1376 patients. It focuses on differences in long-term program impact associated with patients' sex and baseline anxiety/repressor coping styles. The potential mediating roles of medications, medical care utilization, and changes in negative emotions over the program are also explored.
METHODS: Three subgroups were defined using median splits on the State Anxiety Inventory and Marlowe-Crowne Scale administered at baseline: truly low anxious, repressors, and high anxious. Quebec medicare data were used to track survival through 5 years.
RESULTS: The trend toward worse prognosis in women in the treatment group and no evidence of treatment impact in men that were seen during the program year were maintained during the follow-up. Analysis of results in terms of coping styles showed a significant long-term survival benefit of treatment in highly anxious men, for whom reductions in somatic symptoms of depression mediated program impact. However, the program was also associated with significantly worse survival in repressors of both sexes. By the end of the program, repressors in the treatment group were more likely to be prescribed benzodiazepines and to have visited emergency rooms without being readmitted than those in the control group, suggesting that the program may have increased distress in repressors.
CONCLUSIONS: Patients' coping style is important in determining outcomes of psychosocial treatments and should be taken into account when tailoring interventions.","Clinical Trial; Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.",https://pubmed.ncbi.nlm.nih.gov/12140346/,research/review_2026-09-21/pubmed/raw/priority_metadata_000600.xml,True,False,Awaiting independent human title/abstract screening,Cardiovascular care title terms; manual classification pending,,,,,,,
R-39417222,,39417222,Benzodiazepine Utilization in Ischemic Stroke Survivors: Analyzing Initial Excess Supply and Longitudinal Trends.,Lomachinsky Torres V; Brooks JD; Donahue MA; Sun S; Hsu J; Price M; Blacker D; Schwamm LH; Newhouse JP; Haneuse S; Moura LMVR,2024,Stroke,journal_article,,,10.1161/STROKEAHA.124.047257,PMC11729356,"BACKGROUND: Benzodiazepines are commonly prescribed for post-acute ischemic stroke for anxiety, insomnia, and agitation. While guidelines discourage use in those aged ≥65 years, little is known about prescription patterns at the national level.
METHODS: We analyzed a 20% sample of US Medicare claims from April 1, 2013, to September 30, 2021. We selected beneficiaries aged ≥65 years discharged alive following an acute ischemic stroke who had traditional Medicare coverage and 6 months' prior enrollment in Parts A (hospital insurance), B (Medical insurance), and D (drug coverage). We excluded those with prior benzodiazepine prescriptions, self-discharges, or discharge to skilled nursing facilities. We examined demographics, comorbidities, first prescription days' supply, cumulative incidences of benzodiazepine first prescription fills within 90 days after discharge, and geographic and yearly trends.
RESULTS: We included 126 050 beneficiaries with a mean age of 78 years (SD, 8); 54% were female and 82% were White. Within 90 days, 6127 (4.9%) initiated a benzodiazepine. Among new prescriptions, lorazepam (40%) and alprazolam (33%) were the most prescribed. Most (76%) of first fills had a day's supply over 7 days and 55% between 15 and 30 days. Female initiation rates were higher (5.5% [95% CI, 5.3-5.7]) than male initiation rates (3.8% [95% CI, 3.6%-3.9%]). Rates were highest in the southeast (5.1% [95% CI, 4.8%-5.3%]) and lowest in the midwest (4.0% [95% CI, 3.8%-4.3%]), with a modest nationwide initiation decline from 2013 to 2021 (cumulative incidence difference, 1.6%).
CONCLUSIONS: Despite a gradual decline in benzodiazepine initiation from 2013 to 2021, we noted excessive supplies in prescriptions post-acute ischemic stroke discharge, underscoring the need for improved policies.","Journal Article; Research Support, N.I.H., Extramural",https://pubmed.ncbi.nlm.nih.gov/39417222/,research/review_2026-09-21/pubmed/raw/priority_metadata_005600.xml,True,False,Awaiting independent human title/abstract screening,Cardiovascular care title terms; manual classification pending,,,,,,,
R-30282770,,30282770,Racial differences in recurrent ischemic stroke risk and recurrent stroke case fatality.,Albright KC; Huang L; Blackburn J; Howard G; Mullen M; Bittner V; Muntner P; Howard V,2018,Neurology,journal_article,,,10.1212/WNL.0000000000006467,PMC6251602,"OBJECTIVE: To determine black-white differences in 1-year recurrent stroke and 30-day case fatality after a recurrent stroke in older US adults.
METHODS: We conducted a retrospective cohort study using a 5% random sample of Medicare beneficiaries with fee-for-service health insurance coverage who were hospitalized for ischemic stroke between 1999 and 2013. Hazard ratios for recurrent ischemic stroke and risk ratios for 30-day case fatality comparing blacks to whites were calculated with adjustment for demographics, risk factors, and competing risk of death when appropriate.
RESULTS: Among 128,789 Medicare beneficiaries having an ischemic stroke (mean age 80 years [SD 8 years], 60.4% male), 11.1% were black. The incidence rate of recurrent ischemic stroke per 1,000 person-years for whites and blacks was 108 (95% confidence interval [CI], 106-111) and 154 (95% CI 147-162) , respectively. The multivariable-adjusted hazard ratio for recurrent stroke among blacks compared with whites was 1.36 (95% CI 1.29-1.44). The case fatality after recurrent stroke for blacks and whites was 21% (95% CI 21%-22%) and 16% (95% CI 15%-18%), respectively. The multivariable-adjusted relative risk for mortality within 30 days of a recurrent stroke among blacks compared with whites was 0.82 (95% CI 0.73-0.93).
CONCLUSION: The risk of stroke recurrence among older Americans hospitalized for ischemic stroke is higher for blacks compared to whites, while 30-day case fatality after recurrent stroke remains lower for blacks.","Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/30282770/,research/review_2026-09-21/pubmed/raw/priority_metadata_003000.xml,True,True,Awaiting independent human title/abstract screening,Cardiovascular care title terms; manual classification pending,,,,,,,
R-40528405,,40528405,Cervical cancer screening in women with HIV: an audit of clinical care.,Griffiths PM; Samra R; Lester G; Rawson-Harris P; Hoy JF; McMahon JH,2025,"AIDS (London, England)",journal_article,,,10.1097/QAD.0000000000004266,,"OBJECTIVES: Women with HIV (WHV) have an increased prevalence of cervical cancer and are recommended three yearly cervical cancer screening. This is compared with five yearly screening their counterparts. We aimed to describe cervical cancer screening practices for WHV receiving HIV care at a large tertiary hospital.
METHODS: We performed a retrospective audit on all women who were in HIV care up until January 2023 at the Alfred Hospital, a tertiary hospital in Melbourne, Australia, specializing in HIV care. Cervical cancer screening results for Medicare eligible people are recorded in The National Cervical Cancer Screening Register (NCCSR) and these were extracted for women in care. Screening was categorized as up-to-date and consistent with national screening guidelines or overdue.
RESULTS: We identified 156 WHV in care of which 115 were included in the analysis. Of these, 57 (49.6%) had cervical screening on time and consistent with national guidelines, including 49 (86%) who had a normal last result and 8 (14%) with an abnormal last result. Half the women, 58 (50.4%) were overdue screening. Of those overdue, 52 (89.7%) were more than 6 months and 45 (76.3%) were more than 12 months overdue. Among the women overdue, 47 (81%) had a normal last result and 7 (12.1%) an abnormal last result.
CONCLUSION: We found that over half of the women included were overdue for their cervical screening test, with the vast majority being overdue by more than twelve months. Improved access to cervical cancer screening is needed in this population to achieve national guidelines targets.",Journal Article,https://pubmed.ncbi.nlm.nih.gov/40528405/,research/review_2026-09-21/pubmed/raw/priority_metadata_006000.xml,True,False,Awaiting independent human title/abstract screening,Cancer and survivorship title terms; manual classification pending,,,,,,,
R-15693926,,15693926,The association of ambulatory care with breast cancer stage at diagnosis among Medicare beneficiaries.,Keating NL; Landrum MB; Ayanian JZ; Winer EP; Guadagnoli E,2005,Journal of general internal medicine,journal_article,,,10.1111/j.1525-1497.2004.40079.x,PMC1490029,"OBJECTIVE: Although nearly all elderly Americans are insured through Medicare, there is substantial variation in their use of services, which may influence detection of serious illnesses. We examined outpatient care in the 2 years before breast cancer diagnosis to identify women at high risk for limited care and assess the relationship of the physicians seen and number of visits with stage at diagnosis.
DESIGN: Retrospective cohort study using cancer registry and Medicare claims data.
PATIENTS: Population-based sample of 11,291 women aged > or =67 diagnosed with breast cancer during 1995 to 1996.
MEASUREMENTS AND MAIN RESULTS: Ten percent of women had no visits or saw only physicians other than primary care physicians or medical specialists in the 2 years before diagnosis. Such women were more often unmarried, living in urban areas or areas with low median incomes (all P> or =.01). Overall, 11.2% were diagnosed with advanced (stage III/IV) cancer. The adjusted rate was highest among women with no visits (36.2%) or with visits to physicians other than primary care physicians or medical specialists (15.3%) compared to women with visits to either a primary care physician (8.6%) or medical specialist (9.4%) or both (7.8%) (P<.001). The rate of advanced cancer also decreased with increasing number of visits (P<.001).
CONCLUSIONS: Even within this insured population, many elderly women had limited or no outpatient care in the 2 years before breast cancer diagnosis, and these women had a markedly increased risk of advanced-stage diagnosis. These women, many of whom were unmarried and living in poor and urban areas, may benefit from targeted outreach or coverage for preventive care visits.","Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/15693926/,research/review_2026-09-21/pubmed/raw/priority_metadata_000800.xml,True,False,Awaiting independent human title/abstract screening,Cancer and survivorship title terms; manual classification pending,,,,,,,
R-34293915,,34293915,Management of Patients with Metastatic Castration-Sensitive Prostate Cancer in the Real-World Setting in the United States.,Ryan CJ; Ke X; Lafeuille MH; Romdhani H; Kinkead F; Lefebvre P; Petrilla A; Pulungan Z; Kim S; D'Andrea DM; Francis P; Freedland SJ,2021,The Journal of urology,journal_article,,,10.1097/JU.0000000000002121,PMC8584208,"PURPOSE: This study provides a contemporary assessment of the treatment patterns, health care resource utilization (HRU) and costs among metastatic castration-sensitive prostate cancer (mCSPC) patients in the U.S.
MATERIALS AND METHODS: Adults with mCSPC were selected from Optum's de-identified Clinformatics® Data Mart Database (Commercial insurance/Medicare Advantage [COM/MA]; January 1, 2014-July 31, 2019) or Medicare Fee-for-Service (FFS; January 1, 2014-December 31, 2017). The index date was the first metastatic disease diagnosis date on/after the first prostate cancer diagnosis (without prior evidence of castration resistance). Patients were observed for 12 months pre-index (baseline) through their mCSPC period (from index until castration resistance or followup end). First-line (1L) mCSPC therapy was assessed during the mCSPC period; all-cause HRU and health plan-paid costs per-patient-per-year (PPPY) were measured during baseline and mCSPC periods.
RESULTS: Among 6,517 COM/MA and 13,324 Medicare-FFS mCSPC patients over ∼10 months (median mCSPC period), 38% and 48% remained untreated/deferred treatment, and 45% and 46% received 1L androgen deprivation therapy (ADT) monotherapy, respectively. 1L abiraterone acetate and docetaxel were used among 7% and 6% of COM/MA and 1% and 2% of Medicare-FFS patients, respectively. HRU increased from baseline to mCSPC period, resulting in increased health plan-paid costs from $21,201 to $108,767 in COM/MA and from $16,819 to $69,639 PPPY in Medicare-FFS.
CONCLUSIONS: This study highlights the limited use of newer therapies that improve survival in men with mCSPC in the U.S. HRU and costs increased substantially after onset of metastasis. Given the emergence of newer effective mCSPC therapies, further evaluation of future real-world mCSPC treatment patterns and outcomes is warranted.",Journal Article; Observational Study,https://pubmed.ncbi.nlm.nih.gov/34293915/,research/review_2026-09-21/pubmed/raw/priority_metadata_004200.xml,True,False,Awaiting independent human title/abstract screening,Cancer and survivorship title terms; manual classification pending,,,,,,,
R-41915775,,41915775,Comparing the Effectiveness of Electronic Symptom Monitoring versus Usual Care in Improving Survival among Patients with Metastatic Cancer—The PRO-TECT Trial,Basch E; Schrag D; Henson S; Jansen J; Ginos B; Stover AM; Carr P; Spears PA; Jonsson M; Deal AM; Bennett AV; Thanarajasingam G; Rogak LJ; Reeve BB; Snyder C; Bruner D; Cella D; Kottschade LA; Perlmutter J; Geoghegan C; Samuel-Ryals CA; Given B; Mazza GL; Miller R; Strasser JF; Zylla DM; Rapperport A; Weiss A; Blinder VS; Dueck AC,2024,,book,Comparing the Effectiveness of Electronic Symptom Monitoring versus Usual Care in Improving Survival among Patients with Metastatic Cancer—The PRO-TECT Trial,Patient-Centered Outcomes Research Institute (PCORI),10.25302/01.2024.IHS.151133392,,"BACKGROUND: Patients commonly have symptoms during cancer treatment that can go undetected. Symptom monitoring with electronic patient-reported outcome (ePRO) surveys may detect symptoms early and prompt clinicians to intervene, thereby improving outcomes.
OBJECTIVE: To evaluate whether ePRO symptom monitoring during cancer treatment improves patient survival, physical functioning, health-related quality of life (HRQOL), symptom control, and emergency department (ED) and hospital visits and to elicit feedback from patients, nurses, physicians, and external stakeholders on ePRO implementation barriers, facilitators, utility, value, and dissemination strategies.
METHODS: The Patient-Reported Outcomes to Enhance Cancer Treatment (PRO-TECT) trial (Alliance AFT-39; NCT03249090) was a cluster-randomized trial conducted in 52 US community oncology practices randomly assigned 1:1 to electronic symptom monitoring with patient-reported outcome (PRO) surveys (intervention arm practices) or to usual care (control arm practices). Between October 30, 2017, and March 16, 2020, 1191 adults receiving treatment for metastatic cancer were enrolled, with last follow-up on March 17, 2021. In the ePRO intervention arm, patients (n = 593) were asked to complete a weekly survey via an internet-based or automated telephone system for up to 1 year, including questions about common symptoms, performance status, falls, and financial burden. Severe or worsening symptoms triggered real-time alert notification emails to care team nurses. Longitudinal symptom reports were available at visits. In the control arm, patients (n = 598) received usual care. Both arms received access to standardized symptom management guidelines. The primary outcome of overall survival was assessed at 24-month follow-up based on data from the US National Death Index. Prespecified secondary outcomes included physical function, symptom control, and HRQOL at 3 months, measured by the European Organisation for Research and Treatment of Cancer QLQ-C30 instrument, and ED and hospital use based on electronic health record (EHR) data. Patient feedback about the utility and acceptability of and their satisfaction with the intervention was collected via surveys after 3 months of participation and at study completion. Nurse and physician feedback about barriers, facilitators, strategies, and implementation recommendations was collected after 6 months of experience with the ePRO intervention. Final trial results were shared with external stakeholder representatives of patient advocacy organizations and salient professional institutions (health systems, regulatory agencies, payers, academia) to elicit feedback on the value of the findings, their potential impact, and recommendations for future dissemination and implementation.
RESULTS: At 52 practices, 1191 patients were enrolled to participate (mean age, 62.2 years; 694 [58.3%] women; 16.6% Black or African American; 26.6% rural). All patients were included in the analysis, which found no significant differences for overall survival between arms (hazard ratio, 0.99; P = .86). Patients in the ePRO intervention arm experienced significant benefits compared with usual care in physical functioning (odds ratio [OR] for clinically meaningful benefits, 1.35 [95% CI, 1.08-1.70]; P = .009), HRQOL (OR, 1.41 [95% CI, 1.10-1.81]; P = .006), and symptom burden (OR, 1.50 [95% CI, 1.15-1.95]; P = .003). A significant difference in mean number of ED visits also favored the intervention (1.02 for ePRO vs 1.30 for control; P < .001). Findings were similar for hospital visits (0.96 vs 1.12; P = .05) and for a combined metric including ED and hospital visits (1.48 vs 1.81; P = .006). Surveys of patients in the intervention arm found that 463 of 496 (93.3%) thought the ePRO software was easy to use, 471 of 496 (95.0%) thought questions were easy to understand, 359 of 495 (72.5%) experienced improved discussions with their care team, 381 of 494 (77.1%) felt more in control of their own care, and 443 of 496 (89.3%) would recommend ePRO to future patients. In the survey of nurses across practices, 44 of 56 (78.6%) indicated ePRO information was helpful for EHR documentation, and 47 of 56 (83.9%) thought ePRO information improved the quality of discussions with patients. Although 44 of 58 (75.9%) nurses found alerts helpful, 28 of 57 (49.1%) thought that there were “too many” alerts. Among 39 surveyed oncologists, 34 of 39 (87.2%) noted that they reviewed ePRO information for clinical care, and 31 of 34 (91.2%) found the information useful. Semistructured interviews with nurses and physicians echoed these findings, with nurses suggesting there should be dedicated nursing time integrated into job descriptions to field and respond to ePRO alerts in future implementations. Nurses and physicians recommended integration of ePRO software with the EHR system, which was not done in this trial. All 23 external stakeholders thought the trial findings provided compelling evidence of benefits that will affect clinical practice. The stakeholders all expressed that although there was no survival difference between arms, the benefits of the secondary patient-centered outcomes were considered sufficiently compelling as a rationale for the value of the intervention. The stakeholders expressed that evidence of implementation across entire practices is a needed next step toward successful dissemination of this intervention.
CONCLUSIONS: Symptom monitoring with ePROs during treatment for metastatic cancer did not affect the primary outcome of survival in this trial but conferred statistically significant and clinically meaningful benefits on the secondary patient-centered outcomes of physical function, HRQOL, and symptom control and reduced ED visits and hospitalizations. Feedback from participating patients, nurses, and physicians indicates high levels of acceptance, satisfaction, and endorsement of the intervention, with recommendations to protect some nursing effort in future implementations and to integrate the ePRO software with EHR systems. External stakeholder feedback indicates a need for future evaluation of wider implementation including a larger number of patients per practice, with greater EHR integration, a focus on improving the experiences of nurses with the intervention, and an eye toward generating data to support reimbursement models. In terms of initial dissemination, results have been published in JAMA, were used as the basis for recommendations in a major international clinical practice guideline, and have supported the rationale for ePRO integration in a new US payment model for oncology from the Centers for Medicare & Medicaid Services, with plans for additional publications and webinars.
LIMITATIONS: The effects of the intervention may have been reduced by conduct of the trial across numerous community practices with diverse procedures for symptom management, by being conducted partially during the COVID-19 pandemic when site personnel were pulled away from care coordination roles on which this intervention relied, by lack of integration of the ePRO software with practice EHR systems, by lack of protected time for nurses to address alert notifications, and by baseline imbalances between arms due to the cluster-randomized design (eg, intervention arm patients overall were receiving later lines of therapy and had less access to palliative care support). It is reassuring that despite these limitations, there were clinically meaningful benefits to the intervention.",Review,https://pubmed.ncbi.nlm.nih.gov/41915775/,research/review_2026-09-21/pubmed/raw/priority_metadata_006400.xml,True,True,Awaiting independent human title/abstract screening,Cancer and survivorship title terms; manual classification pending,,,,,,,
R-38033283,,38033283,Inflammatory Tongue Conditions and Risk of Oral Tongue Cancer Among the US Elderly Individuals.,Tota JE; Engels EA; Lingen MW; Agrawal N; Kerr AR; Zumsteg ZS; Cheung LC; Katki HA; Abnet CC; Chaturvedi AK,2024,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,journal_article,,,10.1200/JCO.23.00729,PMC11095882,"PURPOSE: The incidence of oral tongue cancers has increased since the 1980s among US men and women for unknown reasons. We investigated associations of inflammatory tongue conditions with risk of cancers of the oral tongue, other oral cavity, and oropharynx among the US elderly individuals (age 65 years or older).
METHODS: We conducted a case-control study (2,534 oral tongue cancers, 6,832 other oral cavity cancers, 9,373 oropharyngeal cancers, and 200,000 controls) within the SEER-Medicare data set (1992-2013). Medicare records were used to identify patients with clinically diagnosed inflammatory tongue conditions (glossitis, benign migratory glossitis, median rhomboid glossitis, atrophic glossitis, glossodynia, other specified conditions [eg, atrophy and hypertrophy], and other unspecified conditions) and oral precancer (leukoplakia/erythroplakia). Only conditions preceding cancer/control selection by >12 months were included.
RESULTS: The prevalence of inflammatory tongue conditions was significantly higher in patients with tongue cancer than controls (6.0% v 0.6%; odds ratios [ORs], adjusted for age, sex, race, Medicare utilization, and precancer, 5.8 [95% CI, 4.7 to 7.2]). This overall association primarily arose from glossitis, 5.6 (95% CI, 4.4 to 7.2); other specified conditions, 9.1 (95% CI, 5.5 to 15.2); and other unspecified conditions, 13.7 (95% CI, 8.0 to 23.7). These associations remained strongly elevated >5 years preceding tongue cancer (arguing against reverse causation), for conditions diagnosed by a specialist (arguing against misclassification), and among patients who received an oral biopsy (arguing against missed cancer). During 2013, an estimated 1 in 11 patients with oral tongue cancer had a preceding diagnosis of inflammatory tongue conditions. Associations of inflammatory tongue conditions were relatively weak for other oral cavity cancers (ORs, 1.8 [95% CI, 1.5 to 2.3]) and oropharyngeal cancer (OR, 1.3 [95% CI, 1.0 to 1.6]) and were observed only closest to cancer diagnosis.
CONCLUSION: Inflammatory tongue conditions were associated with strongly increased risks of oral tongue cancers and preceded cancer diagnosis by several years, underscoring the need for increased clinical surveillance among patients with such apparently benign diagnoses.","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/38033283/,research/review_2026-09-21/pubmed/raw/priority_metadata_005200.xml,True,False,Awaiting independent human title/abstract screening,Cancer and survivorship title terms; manual classification pending,,,,,,,
